"","Strain_ID","name","value","Spot","MediaTime","Lawn","Media","Fe","Time","Dataset"
"144","Paenibacillus_E12","Bacillus_SCH24",-1,"Bacillus_SCH24","1/2 TSA, 48h","Paenibacillus_E12","1/2 TSA","- FeCl3","48h","Hannah"
"145","Paenibacillus_E12","Paenibacillus_E12",0,"Paenibacillus_E12","1/2 TSA, 48h","Paenibacillus_E12","1/2 TSA","- FeCl3","48h","Hannah"
"146","Paenibacillus_E12","Cellulosimicrobium_BM1",0,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Paenibacillus_E12","1/2 TSA","- FeCl3","48h","Hannah"
"147","Paenibacillus_E12","Microbacterium_BM4",0,"Microbacterium_BM4","1/2 TSA, 48h","Paenibacillus_E12","1/2 TSA","- FeCl3","48h","Hannah"
"148","Paenibacillus_E12","Streptomyces_RCH20P",-5,"Streptomyces_RCH20P","1/2 TSA, 48h","Paenibacillus_E12","1/2 TSA","- FeCl3","48h","Hannah"
"149","Paenibacillus_E12","Dyadobacter_BM9",0,"Dyadobacter_BM9","1/2 TSA, 48h","Paenibacillus_E12","1/2 TSA","- FeCl3","48h","Hannah"
"150","Paenibacillus_E12","Chryseobacterium_SCH11",-1,"Chryseobacterium_SCH11","1/2 TSA, 48h","Paenibacillus_E12","1/2 TSA","- FeCl3","48h","Hannah"
"151","Cellulosimicrobium_BM1","Pseudomonas_putida_KT2442",1,"Pseudomonas_putida_KT2442","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"152","Cellulosimicrobium_BM1","Luteibacter_BM7",0,"Luteibacter_BM7","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"153","Cellulosimicrobium_BM1","Variovax_RPC5",0,"Variovax_RPC5","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"154","Cellulosimicrobium_BM1","Burkholderia_RCH25",-4,"Burkholderia_RCH25","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"155","Cellulosimicrobium_BM1","Ensifer_sp",0,"Ensifer_sp","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"156","Cellulosimicrobium_BM1","Methylobacterium_RPE3",0,"Methylobacterium_RPE3","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"157","Cellulosimicrobium_BM1","Sphingobium_Z2",0,"Sphingobium_Z2","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"158","Cellulosimicrobium_BM1","Exiguobacterium_RDH25",0,"Exiguobacterium_RDH25","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"159","Cellulosimicrobium_BM1","Bacillus_SCH24",-3,"Bacillus_SCH24","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"160","Cellulosimicrobium_BM1","Paenibacillus_E12",-2,"Paenibacillus_E12","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"161","Cellulosimicrobium_BM1","Cellulosimicrobium_BM1",-1,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"162","Cellulosimicrobium_BM1","Microbacterium_BM4",-1,"Microbacterium_BM4","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"163","Cellulosimicrobium_BM1","Streptomyces_RCH20P",-2,"Streptomyces_RCH20P","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"164","Cellulosimicrobium_BM1","Dyadobacter_BM9",0,"Dyadobacter_BM9","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"165","Cellulosimicrobium_BM1","Chryseobacterium_SCH11",-1,"Chryseobacterium_SCH11","1/2 TSA, 48h","Cellulosimicrobium_BM1","1/2 TSA","- FeCl3","48h","Hannah"
"166","Microbacterium_BM4","Pseudomonas_putida_KT2442",-7,"Pseudomonas_putida_KT2442","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"167","Microbacterium_BM4","Luteibacter_BM7",0,"Luteibacter_BM7","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"168","Microbacterium_BM4","Variovax_RPC5",0,"Variovax_RPC5","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"169","Microbacterium_BM4","Burkholderia_RCH25",-9,"Burkholderia_RCH25","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"170","Microbacterium_BM4","Ensifer_sp",0,"Ensifer_sp","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"171","Microbacterium_BM4","Methylobacterium_RPE3",0,"Methylobacterium_RPE3","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"172","Microbacterium_BM4","Sphingobium_Z2",0,"Sphingobium_Z2","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"173","Microbacterium_BM4","Exiguobacterium_RDH25",0,"Exiguobacterium_RDH25","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"174","Microbacterium_BM4","Bacillus_SCH24",-6,"Bacillus_SCH24","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"175","Microbacterium_BM4","Paenibacillus_E12",-4,"Paenibacillus_E12","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"176","Microbacterium_BM4","Cellulosimicrobium_BM1",0,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"177","Microbacterium_BM4","Microbacterium_BM4",0,"Microbacterium_BM4","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"178","Microbacterium_BM4","Streptomyces_RCH20P",-10,"Streptomyces_RCH20P","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"179","Microbacterium_BM4","Dyadobacter_BM9",-1,"Dyadobacter_BM9","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"180","Microbacterium_BM4","Chryseobacterium_SCH11",-1,"Chryseobacterium_SCH11","1/2 TSA, 48h","Microbacterium_BM4","1/2 TSA","- FeCl3","48h","Hannah"
"181","Streptomyces_RCH20P","Pseudomonas_putida_KT2442",-1,"Pseudomonas_putida_KT2442","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"182","Streptomyces_RCH20P","Luteibacter_BM7",1,"Luteibacter_BM7","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"183","Streptomyces_RCH20P","Variovax_RPC5",-1,"Variovax_RPC5","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"184","Streptomyces_RCH20P","Burkholderia_RCH25",-5,"Burkholderia_RCH25","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"185","Streptomyces_RCH20P","Ensifer_sp",-1,"Ensifer_sp","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"186","Streptomyces_RCH20P","Methylobacterium_RPE3",0,"Methylobacterium_RPE3","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"187","Streptomyces_RCH20P","Sphingobium_Z2",0,"Sphingobium_Z2","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"188","Streptomyces_RCH20P","Exiguobacterium_RDH25",0,"Exiguobacterium_RDH25","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"189","Streptomyces_RCH20P","Bacillus_SCH24",-2,"Bacillus_SCH24","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"190","Streptomyces_RCH20P","Paenibacillus_E12",0,"Paenibacillus_E12","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"191","Streptomyces_RCH20P","Cellulosimicrobium_BM1",0,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"192","Streptomyces_RCH20P","Microbacterium_BM4",1,"Microbacterium_BM4","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"193","Streptomyces_RCH20P","Streptomyces_RCH20P",0,"Streptomyces_RCH20P","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"194","Streptomyces_RCH20P","Dyadobacter_BM9",0,"Dyadobacter_BM9","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"195","Streptomyces_RCH20P","Chryseobacterium_SCH11",-1,"Chryseobacterium_SCH11","1/2 TSA, 48h","Streptomyces_RCH20P","1/2 TSA","- FeCl3","48h","Hannah"
"196","Dyadobacter_BM9","Pseudomonas_putida_KT2442",0,"Pseudomonas_putida_KT2442","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"197","Dyadobacter_BM9","Luteibacter_BM7",0,"Luteibacter_BM7","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"198","Dyadobacter_BM9","Variovax_RPC5",0,"Variovax_RPC5","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"199","Dyadobacter_BM9","Burkholderia_RCH25",-6,"Burkholderia_RCH25","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"200","Dyadobacter_BM9","Ensifer_sp",0,"Ensifer_sp","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"201","Dyadobacter_BM9","Methylobacterium_RPE3",0,"Methylobacterium_RPE3","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"202","Dyadobacter_BM9","Sphingobium_Z2",3,"Sphingobium_Z2","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"203","Dyadobacter_BM9","Exiguobacterium_RDH25",0,"Exiguobacterium_RDH25","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"204","Dyadobacter_BM9","Bacillus_SCH24",0,"Bacillus_SCH24","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"205","Dyadobacter_BM9","Paenibacillus_E12",-1,"Paenibacillus_E12","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"206","Dyadobacter_BM9","Cellulosimicrobium_BM1",0,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"207","Dyadobacter_BM9","Microbacterium_BM4",0,"Microbacterium_BM4","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"208","Dyadobacter_BM9","Streptomyces_RCH20P",-9,"Streptomyces_RCH20P","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"209","Dyadobacter_BM9","Dyadobacter_BM9",0,"Dyadobacter_BM9","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"210","Dyadobacter_BM9","Chryseobacterium_SCH11",0,"Chryseobacterium_SCH11","1/2 TSA, 48h","Dyadobacter_BM9","1/2 TSA","- FeCl3","48h","Hannah"
"211","Chryseobacterium_SCH11","Pseudomonas_putida_KT2442",-2,"Pseudomonas_putida_KT2442","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"212","Chryseobacterium_SCH11","Luteibacter_BM7",0,"Luteibacter_BM7","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"213","Chryseobacterium_SCH11","Variovax_RPC5",0,"Variovax_RPC5","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"214","Chryseobacterium_SCH11","Burkholderia_RCH25",-1,"Burkholderia_RCH25","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"215","Chryseobacterium_SCH11","Ensifer_sp",0,"Ensifer_sp","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"216","Chryseobacterium_SCH11","Methylobacterium_RPE3",0,"Methylobacterium_RPE3","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"217","Chryseobacterium_SCH11","Sphingobium_Z2",0,"Sphingobium_Z2","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"218","Chryseobacterium_SCH11","Exiguobacterium_RDH25",0,"Exiguobacterium_RDH25","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"219","Chryseobacterium_SCH11","Bacillus_SCH24",-1,"Bacillus_SCH24","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"220","Chryseobacterium_SCH11","Paenibacillus_E12",-1,"Paenibacillus_E12","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"221","Chryseobacterium_SCH11","Cellulosimicrobium_BM1",0,"Cellulosimicrobium_BM1","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"222","Chryseobacterium_SCH11","Microbacterium_BM4",0,"Microbacterium_BM4","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"223","Chryseobacterium_SCH11","Streptomyces_RCH20P",-1,"Streptomyces_RCH20P","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"224","Chryseobacterium_SCH11","Dyadobacter_BM9",0,"Dyadobacter_BM9","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
"225","Chryseobacterium_SCH11","Chryseobacterium_SCH11",0,"Chryseobacterium_SCH11","1/2 TSA, 48h","Chryseobacterium_SCH11","1/2 TSA","- FeCl3","48h","Hannah"
